股票代號,股票名稱,產業別,公司名稱,英文名稱,成立時間,上市時間,資本額,目前市值,發行股數,財報編制類型,董事長,總經理,發言人,代理發言人,統一編號,總機電話,傳真電話,公司電郵,公司網址,中文地址,英文地址,主要業務,股票過戶機構,過戶機構電話,過戶機構地址,簽證會計事務所,簽證會計師,投資人關係聯絡人,投資人關係連絡電話,利害關係人專區網址,上市/上櫃,每股面值,公司債發行,特別股,盈餘分派頻率,發言人職稱,聯絡人職稱,聯絡人電子郵件,國外企業註冊地
2228,劍麟,汽車工業,劍麟股份有限公司,IRF,4/27/1977,4/27/1977,7.58 億元,58.4 億元,"75,780,281 股  (含私募0股)",合併,黃正怡,黃正忠,林鼎鈞,陳立儂,4359789,(02)2696-2818,(02)2696-2737,announcer@irf.com.tw,www.ironforce.com.tw,(221)新北市汐止區新台五路一段98號19樓,"19F, No.98, Sec 1, Sintai 5th Rd., Sijhih Dist.,New Taipei City 221, Tawian R.O.C.","CD01030汽車及其零件製造業F401010國際貿易業除許可業務外,得經營法令非禁止或限制之業務",元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,"陳晉昌, 林一帆",林鼎鈞,(02)2696-2818,http://www.ironforce.com.tw/5_interestedpeople.htm,上市,新台幣 10 元,有,0 股,每年,協理,協理,announcer@irf.com.tw,
2231,為升,汽車工業,為升電裝工業股份有限公司,CUB,1/9/1989,1/9/1989,12.2 億元,266.4 億元,"121,916,665 股  (含私募0股)",合併,尤山泉,尤山泉,紀雅鈴,陳俐利,23219346,(04)778-2010,(04)778-2009,kevin@cubelec.com,http://www.cubelec.com,彰化縣福興鄉番婆村彰鹿路六段546巷6號,"NO.6,LANE 546,SEC.6,CHANG LU RD,FUHSIN HSIANGCHANGHUA COUNTY,TAIWAN",汽車及其零件製造汽、機車零件配備批發汽、機車零件配備零售,第一金證券(股)公司股務代理部,(02)2563-5711,台北市安和路一段27號6樓,安侯建業聯合會計師事務所,"陳政學, 張字信",紀雅鈴,04-7782010,http://www.cubelec.com,上市,新台幣 10 元,無,0 股,每年,處長,處長,investor@cubelec.com,
2233,宇隆,汽車工業,宇隆科技股份有限公司,TURVO,12/29/1987,12/29/1987,6.03 億元,65.7 億元,"60,288,089 股  (含私募0股)",合併,劉俊昌,劉俊昌,劉信宏,吳曉蕊,22702791,04-26575790,04-26575780,sales@mail.turvo.com.tw,http://www.turvo.com.tw/,台中市梧棲區經二路59號,"NO.59,Jing Er Rd.,Wuci Dist.,Taichung City,Taiwan",精密金屬零件之機械加工、製造及買賣,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,"黃子評, 黃宇廷",劉信宏,04-26575790#2001,http://www.turvo.com.tw/interest_area.php,上市,新台幣 10 元,無,0 股,每年,總管理處協理,總管理處協理,brian-liu@turvo.com.tw,
2236,百達-KY,汽車工業,百達精密工業股份有限公司,Patec,6/29/2011,6/29/2011,4.58 億元,13.4 億元,"45,759,703 股  (含私募0股)",合併,吳美德,黃亮茳,黃亮茳,許書祥,42299452,(02)7751-9850,(02)7730-1508,seanhsu@patec-intl.com,www.patec-intl.com,台北市中山區南京東路二段137號14樓,"14F., No.137, Sec. 2, Nanjing E. Rd., Zhongshan Dist.Taipei City 104475, Taiwan(R.O.C)",生產銷售汽車、機車沖壓零組件及沖壓生產線設備等。,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,"陳晉昌, 林一帆",許書祥,7751-9851,www.patec-intl.com,上市,新台幣 10 元,有,0 股,每半會計年度,總經理,財務長,seanhsu@patec-intl.com,
2239,英利-KY,汽車工業,開曼英利工業股份有限公司,Cayman Engley,1/16/2015,1/16/2015,11.8 億元,112.3 億元,"118,007,000 股  (含私募0股)",合併,林啟彬,林啟彬,楊政峰,白秉諺,47423487,04-7284956,04-7287149,spokesman@engley.net,www.engley.com,彰化縣彰化市中山路二段349號8樓,"8F., No.349, Sec. 2, Zhongshan Rd.,Changhua City, Changhua County, Taiwan",生產汽車零組件、沖壓產品、熱壓成型產品模具設計,永豐金證券股務代理部,(02)2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,"楊明經, 劉美蘭",白秉諺,(886)966-012239,http://www.engley.com/in_about_1.html,上市,新台幣 10 元,無,0 股,每年,董事長特助兼財務主管,代理發言人,baibingyan@engley.net,
2241,艾姆勒,電機機械,艾姆勒車電股份有限公司,Amulaire,6/24/2011,6/24/2011,8.89 億元,52 億元,"88,935,306 股  (含私募0股)",個別,林啟聖,游智瓊,陳定宇,陳怡如,53418357,2602-6787#100,02-2602-6991,ir@amulaire.com,www.amulaire.com,新北市林口區文化三路二段455號10樓,"10F. No. 455, Sec. 2, Wenhua 3rd Rd.,Linkou Dist., New Taipei City, Taiwan",逆變器散熱模組及其零組件,元大證券股份有限公司股務代理部,02-2586-5859,台北市承德路3段210號地下一樓,資誠聯合會計師事務所,"邱昭賢, 杜佩玲",陳定宇,2602-6787,www.amulaire.com,上市,新台幣 10 元,無,0 股,每年,財務處協理,財務處協理,ir@amulaire.com,
2243,宏旭-KY,汽車工業,宏旭控股股份有限公司,HS,3/24/2015,3/24/2015,4.57 億元,5 億元,"45,668,529 股  (含私募0股)",合併,林維源,林維源,游裕明,寧聖飛,55996613,901102243,02-26088718,hs@horngshiue.com,http://www.horngshiue.com,24447新北市林口區文化一路一段86號2樓,"2F., No.86, Sec. 1, Wenhua 1st Rd., Linkou Dist., New Taipei City 244, TaiwanNew Taipei City 24447, Taiwan (R.O.C.)",汽車鈑金模具,富邦綜合證券股務代理部,(02)23611300,台北市中正區許昌街17號2樓,資誠聯合會計師事務所,"林一帆, 陳晉昌",游裕明,901102243,http://www.horngshiue.com/invest.asp,上市,新台幣 10 元,無,0 股,每年,董事會秘書,董事會秘書,hs@horngshiue.com,
2247,汎德永業,汽車工業,汎德永業汽車股份有限公司,PGUM,11/7/1979,11/7/1979,8.07 億元,194.1 億元,"80,708,735 股  (含私募0股)",合併,唐慕蓮,杜黃旭,杜黃旭,紀千田,20838245,02-37666689,02-87918580,contact@email.pgum.com.tw,http://www.pgum.com.tw,台北市內湖區行愛路100號6樓,"6F., No.100, Xing’ai Rd., Neihu Dist.,Taipei City 11494, Taiwan(R.O.C)",汽車零售業務汽、機車零件配備零售業務汽車修理業務,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,"施錦川, 鄭淂蓁",紀千田,02-37666689,https://www.pgum.com.tw/zh-tw/investor_interested/,上市,新台幣 10 元,無,0 股,每年,總經理,財務長,contact@email.pgum.com.tw,
2301,光寶科,電腦及週邊設備業,光寶科技股份有限公司,LTC,3/17/1989,3/17/1989,235.1 億元,1558.6 億元,"2,350,867,032 股  (含私募0股)",合併,宋明峰,邱森彬,朱崑城,王玉玲,23357403,(02)8798-2888,(02)8798-2866,YiWen.Hsieh@liteon.com,http://www.liteon.com/,台北市內湖區瑞光路392號22樓,"22F, 392 Ruey Kuang Road, NeihuTaipei 114, Taiwan, R.O.C.",電腦資訊系統及週邊設備之製造加工及買賣業務多功能事務機、資料儲存設備之製造加工及買賣業務網路設備、系統設備及其他影像處理設備之製造加工及買賣業務,元大證券股份有限公司股務代理部,(02)2586-5859,103台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,"邱盟捷, 蔡振財",張簡佳怡,02-87982888,http://www.liteon.com/Page.aspx?id=67805d0f-c0cf-4,上市,新台幣 10 元,無,0 股,每季,財務長,投資人關係,liteontech.ir@liteon.com,
2302,麗正,半導體業,麗正國際科技股份有限公司,RECTRON,1/23/1976,1/23/1976,16.6 億元,33.9 億元,"166,302,881 股  (含私募0股)",合併,林怡岑,林怡岑,劉鳳琴,林瑞萍,4982433,02-28801122,02-28816935,lydia@rectron.com.tw,www.rectron.com.tw,新北市土城區中山路71號,"71, Zhongshan Rd., Tucheng Dist.,New Taipei City, Taiwan",各種電子整流二極體及半導體零件，一般精密電子器材製造及銷售。代理國內外廠商電子產品銷售等業務。,國票綜合證券股份有限公司,02-25936666,台北市重慶北路三段199號4樓,安侯建業聯合會計師事務所,"陳宗哲, 賴麗真",劉鳳琴,02-28801122,www.rectron.com.tw,上市,新台幣 10 元,無,0 股,每年,主任,主任,lydia@rectron.com.tw,
2303,聯電,半導體業,聯華電子股份有限公司,UMC,5/22/1980,5/22/1980,1242.2 億元,6782.6 億元,"12,422,401,493 股  (含私募0股)",合併,洪嘉聰,簡山傑、王石,劉啟東,林俊宏、翁兆韋,47217677,03-5782258,03-5781789,IR@UMC.COM,www.umc.com,新竹科學園區新竹市力行二路三號,"NO.3, LI-SHIN ROAD II, HSINCHU SCIENCE PARKHSINCHU CITY, TAIWAN, R.O.C.",積體電路各種半導體相關零組件,宏遠證券股份有限公司,02-23268818,台北市大安區信義路四段236號3樓,安永聯合會計師事務所,"邱琬茹, 許新民",翁兆韋,02-26589168,WWW.UMC.COM,上市,新台幣 10 元,有,0 股,每年,資深副總經理暨財務長,經理,David_Wong@UMC.com,
2305,全友,電腦及週邊設備業,全友電腦股份有限公司,MII,10/23/1980,10/23/1980,20.6 億元,20.2 億元,"205,660,827 股  (含私募0股)",合併,許正勳,謝靜慧,李雅敏,巫姿惠,47226140,(03)5772155,(03)5772598,julie.chu@microtek.com.tw,www.microtek.com.tw,新竹市科學工業園區工業東三路六號,"No.6 Industry E. Road 3 Science-Based Industrial ParkHsinchu,Taiwan,R.O.C.",智慧型影像掃瞄器,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,"區耀軍, 黃海寧",李雅敏,(03)5772155,ww7.microtek.com.tw,上市,新台幣 10 元,無,0 股,每年,協理,協理,amy.lee@microtek.com.tw,
2308,台達電,電子零組件業,台達電子工業股份有限公司,DELTA,8/20/1975,8/20/1975,259.8 億元,7571.8 億元,"2,597,543,329 股  (含私募0股)",合併,海英俊,張訓海,周志宏,施孟璁,34051920,(02)87972088,(02)87972351,2308@deltaww.com,https://www.deltaww.com/zh-tw/index,台北市內湖區瑞光路186號,"No. 186, Ruey Kuang Road, Neihu DistrictTaipei City 11491, Taiwan",電源供應系統、無刷直流風扇、散熱系統、微型化關鍵零組件工業自動化、視訊顯示、資訊、網路通訊、消費性電子、節能照明電動車充電設備、能源技術服務及智慧樓宇管理與控制解決方案,中國信託商業銀行股份有限公司,(02)6636-5566,100台北市中正區重慶南路一段八十三號五樓,資誠聯合會計師事務所,"林玉寬, 周建宏",劉致遠,(02)87972088,https://csr.deltaww.com/about/csr_Communication_ch,上市,新台幣 10 元,有,0 股,每年,永續長,投資人關係經理,2308@deltaww.com,
2312,金寶,其他電子業,金寶電子工業股份有限公司,KINPO,4/24/1973,4/24/1973,146.7 億元,234 億元,"1,467,005,211 股  (含私募0股)",合併,許勝雄,陳威昌,許文漢,游千慧,4370927,(02)26622660,(02)26624900,stock@kinpo.com.tw,www.kinpo.com.tw,(105)臺北市南京東路五段99號10樓,"10TH FL., 99 NAN-JING E. RD., SEC. 5,TAIPEI, TAIWAN, R.O.C.",消費性電子產品、網路通訊產品及影像產品等之製造、加工、買賣。,中國信託商業銀行代理部,(02)66365566,(100)臺北市重慶南路一段83號5樓,安永聯合會計師事務所,"林素雯, 陳智忠",許文漢,(02)26622660-12227,www.kinpo.com.tw/Chinese/relation.aspx,上市,新台幣 10 元,無,0 股,每年,資深處長,資深處長,stock@kinpo.com.tw,
2313,華通,電子零組件業,華通電腦股份有限公司,COMPEQ MFG.,8/30/1973,8/30/1973,119.2 億元,476.7 億元,"1,191,820,589 股  (含私募0股)",合併,吳 健,江培琨,陳嘉懃,林而群,4401392,(03)3231111,(03)3138150,tw2313@compeq.com.,www.compeq.com.tw,桃園市蘆竹區新莊里大新路814巷91號,"No. 91, Ln. 814, Daxin Rd., Shin-juang Vil. Luzhu Dist.,Taoyuan City, Taiwan R.O.C",多層印刷電路板,台新國際商業銀行股務代理部,(02)25048125,台北市建國北路一段96樓B1,正風聯合會計師事務所,"丁鴻勛, 鄭憲修",林而群,03-3231111,www.compeq.com.tw/relationship.php,上市,新台幣 10 元,無,0 股,每年,執行副總裁,代理發言人,tw2313@compeq.com.,
2314,台揚,通信網路業,台揚科技股份有限公司,MTI,3/31/1983,3/31/1983,22.8 億元,84 億元,"228,028,320 股  (含私募0股)",合併,顏信介,吳永欽,季惠霖,陳姿伶、戴玉珍,47255762,03-5773335,03-5770194,sales@mtigroup.com,www.mtigroup.com,新竹市科學園區創新二路一號,"NO 1, INNOVATION RD.II,Hsinchu Science Park, Hsinchu, TWN",衛星通訊系統及器材地面微波通訊系統及器材,台新國際商業銀行股務代理部,225048125,台北市建國北路一段96號B1,資誠聯合會計師事務所,"林玉寬, 李典易",陳姿伶、戴玉珍,03-5773335,http://www.mti.com.tw/_chinese/04_investors/03inve,上市,新台幣 10 元,無,0 股,每年,財務長,財務經理、財務副理,ir.contact@mtigroup.com,
2316,楠梓電,電子零組件業,楠梓電子股份有限公司,WUS,5/2/1978,5/2/1978,18.3 億元,56.8 億元,"182,740,536 股  (含私募0股)",合併,徐漢忠,陳志康,呂淑芬,陳其男,76026851,07-3612116,07-3613884,investor@wuspc.com,www.wus.com.tw,高雄市楠梓區開發路37號,"No.37, Kaifa Rd.,Nanzih Dist. Kaohsiung City,Taiwan.","各類印刷電路板之製造,加工,組裝,銷售及服務.",統一綜合證券股份有限公司,02-27463797,台北市東興路8號地下一樓,勤業眾信聯合會計師事務所,"郭麗園, 王兆群",呂淑芬,07-3612116,http://www.wus.com.tw/index.php/zh-tw/2017-10-18-0,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,investor@wuspc.com,
2317,鴻海,其他電子業,鴻海精密工業股份有限公司,HON HAI,2/20/1974,2/20/1974,1386.3 億元,1.5 兆元,"13,862,990,609 股  (含私募0股)",合併,劉揚偉,劉揚偉,邢治平,黃欽旻,4541302,(02)2268-3466,(02)2268-6204,stockaffairs@foxconn.com,www.foxconn.com,新北市土城區自由街2號,"2 TZU YU ST.,TU-CHENG CITY,TAIWAN,R.O.C.","電腦系統設備及其週邊之連接器等線纜組件及殼體,基座之開發、設計、製造及銷售等精密模具之製造及銷售等",福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,"徐永堅, 徐聖忠",楊俊翰,2268-3466#510-10001,http://www.honhai.com.tw/Stakeholder/Stakeholder.h,上市,新台幣 10 元,有,0 股,每年,發言人,協理,ir@foxconn.com,
2321,東訊,通信網路業,東訊股份有限公司,TECOM,9/25/1980,9/25/1980,9.46 億元,4.02 億元,"44,599,774 股  (含私募0股)",合併,劉兆凱,陳國榮,李雲祥,張虹如副總經理,47224065,(03)5775141,(03)5780576,stockaffair@tecom.com.tw,http://www.tecom.com.tw,新竹市科學園區研發二路23號,"23,R & D 2 ROAD SCIENCE-BASED INDUSTRIAL PARKHSIN-CHU TAIWAN R.O.C.",局用傳輸設備用戶端交換系統代理行動電話系列產品,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,"李典易, 鄭雅慧",李雲祥,(03)5775141-2205,http://www.tecom.com.tw,上市,新台幣 10 元,無,"50,000,003 股",每年,資深經理,資深經理,yhlee@tecom.com.tw,
2323,中環,光電業,中環股份有限公司,CMC,12/2/1978,12/2/1978,115.9 億元,129.8 億元,"1,158,881,200 股  (含私募0股)",合併,翁明顯,翁明顯,陳君煒,許雅萍,12205020,02-25989890,02-25973270,IR@cmcnet.com.tw,http://www.cmcnet.com.tw,台北市中山區民權西路53號15樓,"15th, Fl., 53, Ming Chuan W. Road.,Taipei,Taiwan,R.O.C.",光碟片及有關塑膠殼子製造加工與買賣,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計事務所,"游淑芬, 張淑瓊",許雅萍,02-25989890,http://www.cmcnet.com.tw,上市,新台幣 10 元,有,0 股,每年,財務部資深經理,代理發言人,ir@cmcnet.com.tw,
2324,仁寶,電腦及週邊設備業,仁寶電腦工業股份有限公司,Compal,6/1/1984,6/1/1984,440.7 億元,1035.7 億元,"4,407,146,625 股  (含私募0股)",合併,許勝雄,翁宗斌,呂清雄,王正強,21222725,(02)87978588,(02)26591566,Investor@Compal.com,www.compal.com,台北市內湖區瑞光路581號及581之1號,"No. 581 & 581-1, Ruiguang Rd., Neihu DistrictTaipei City 11492, Taiwan (R.O.C.)",5C電子產品之研發、設計、產製及銷售。,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,"簡思娟, 郭冠纓",呂清雄,(02)87978588,http://www.compal.com/stakeholder-communication-ar,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,Investor@Compal.com,
2327,國巨,電子零組件業,國巨股份有限公司,YAGEO,9/9/1987,9/9/1987,49.7 億元,2499.8 億元,"496,984,043 股  (含私募0股)",合併,陳泰銘,王淡如,宋志翔,楊文翔,22636630,(02)6629-9999,(02)6628-8882,IR@yageo.com,www.yageo.com,新北市新店區寶橋路233-1號3樓,"3F,No.233-1,Pao Chiao Rd.,Xindian Dist., New Taipei City,R.O.C",被動元件、電阻原料半成品天線、主動元件機器設備、零件製造及銷售。,元富證券(股)公司,(02)2768-6668,台北市松山區光復北路11巷35號B1,勤業眾信聯合會計師事務所,"趙永祥, 蔡振財",宋志翔,(02)6629-9999,WWW.YAGEO.COM,上市,新台幣 10 元,無,0 股,每半會計年度,投資人關係部資深經理,投資人關係部資深經理,IR@yageo.com,
2328,廣宇,電子零組件業,廣宇科技股份有限公司,PI,5/19/1971,5/19/1971,51.8 億元,192.6 億元,"518,346,282 股  (含私募0股)",合併,盧松發,盧松發,郭世華,游文玲,3546618,2211-3066,2212-0081,john.kuo@panpi.com.tw,www.panintl.com,新北市新店區安興路97號,"NO.97,An-shin Rd.Xindian Dist., New Taipei City , Taiwan",電子零組件線覽及連接器產品印刷電路板等,福邦證券股份有限公司,2371-1658,10041台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,"阮呂曼玉, 馮敏娟",郭世華,22113066-7740,www.panpi.com.tw/contact-us-contact2.htm,上市,新台幣 10 元,無,0 股,每年,經理,經理,john.kuo@panpi.com.tw,
2329,華泰,半導體業,華泰電子股份有限公司,OSE,6/12/1971,6/12/1971,55.7 億元,100 億元,"556,861,033 股  (含私募70,784,915股)",合併,董悅明,董悅明,洪士民,賴貞伶,89004161,(07)361-3131,(07)365-2441,csr@ose.com.tw,www.ose.com.tw,高雄市楠梓區中三街9號,9 Central 3rd. St. N.T.I.P.KAOHSIUNG TAIWAN R.O.C,積體電路、各種半導體零組件、各種電子、電腦及通訊線路板電腦及通訊產品之硬體、軟體、系統及其週邊設備前各項產品研究發展、設計、製造、裝配、加工、測試及售後服務,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,"王國華, 江采燕",朱蜀詠,07-3613131#68558,https://www.ose.com.tw/about/about-ose/contact/#in,上市,新台幣 10 元,無,"270,270,000 股",每季,財務處長,會計部部經理,csr@ose.com.tw,
2330,台積電,半導體業,台灣積體電路製造股份有限公司,TSMC,2/21/1987,2/21/1987,2593 億元,15.3 兆元,"25,930,380,458 股  (含私募0股)",合併,劉德音,總裁: 魏哲家,黃仁昭,高孟華,22099131,03-5636688,03-5797337,invest@tsmc.com,http://www.tsmc.com,新竹科學園區力行六路8號,"No. 8, Li-Hsin Rd. 6, Hsinchu Science Park,Hsin-Chu 30078, Taiwan, R.O.C.",依客戶之訂單與其提供之產品設計說明，以從事製造與銷售積體電路以及其他晶圓半導體裝置。提供前述產品之封裝與測試服務、積體電路之電腦輔助設計技術服務。提供製造光罩及其設計服務。,中國信託商業銀行 代理部,02-6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,"江美艷, 黃裕峰",蘇志凱,03-568-2089,https://www.tsmc.com/csr/ch/CSR/stakeholder.html,上市,新台幣 10 元,有,0 股,每季,副總經理暨財務長,副處長,jeff_su@tsmc.com,
2331,精英,電腦及週邊設備業,精英電腦股份有限公司,ECS,5/6/1987,5/6/1987,55.7 億元,141.6 億元,"557,402,968 股  (含私募0股)",合併,詹文男,楊龍光,陳惠美,謝明宏,22449566,(02)2162-1177,(02)2797-9093,public@ecs.com.tw,http://www.ecs.com.tw,台北市內湖區堤頂大道二段239號,"NO.239, SEC2, Ti Ding Blvd.,TAIPEI, TAIWAN 11493",電腦主機板、桌上型電腦等之生產及銷售。電腦週邊產品、筆記型電腦之開發製造及銷售等。,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,"邱政俊, 吳世宗",徐小姐,(02)2162-1177,http://www.ecs.com.tw/ECSWebSite/Finance/Finance_L,上市,新台幣 10 元,無,0 股,每半會計年度,處長,副理,public@ecs.com.tw,
2332,友訊,通信網路業,友訊科技股份有限公司,D-LINK,6/20/1987,6/20/1987,65.2 億元,133 億元,"651,996,166 股  (含私募0股)",合併,李中旺,陳瑋駿,陳宜,楊秀芬,22099189,02-66000123,02-27900977,ir@dlinkcorp.com,www.dlink.com.tw,台北市內湖區新湖三路289號,"No. 289, Xinhu 3rd Rd, Neihu DistrictTaipei City, Taiwan, R.O.C.",主要銷售自有品牌之網路集線器、交換器等網路介面卡、數位家庭產品,元大證券股務代理部,02-2586-3117,台北市大同區承德路三段210號B1.B2,安侯建業會計師事務所,"周寶蓮, 謝秋華",余惠娟,886-2-6600-0123,http://www.dlinktw.com.tw/about/dlink/18,上市,新台幣 10 元,有,0 股,每年,財務長,副處長,ir@dlinkcorp.com,
2337,旺宏,半導體業,旺宏電子股份有限公司,Macronix,12/9/1989,12/9/1989,185.6 億元,833.4 億元,"1,856,186,402 股  (含私募55,651股)",合併,吳敏求,盧志遠,吳敏求,葉沛甫,22099548,03-5786688,02-25638685,ir@mxic.com.tw,http://www.macronix.com,新竹科學園區新竹巿力行路16號,"No.16, Li-Hsin Road, Hsinchu Science ParkHsinchu, Taiwan, R.O.C.",積體電路、各種半導體零組件，及其系統應用產品之研究發展、設計、製造、測試、銷售及顧問諮詢,旺宏電子(股)公司股務室,02-25638128,台北市中山區松江路162之1號2樓,勤業眾信聯合會計師事務所,"葉東煇, 洪國田",孫茂綸,03-5786688,https://www.macronix.com/zh-tw/about/CSR/Pages/sta,上市,新台幣 10 元,無,0 股,每年,董事長兼執行長,處長,ir@mxic.com.tw,
2338,光罩,半導體業,台灣光罩股份有限公司,TMC,10/21/1988,10/21/1988,25.3 億元,188.3 億元,"252,713,611 股  (含私募0股)",合併,陳正翔,陳立惇,林良桔,蔡佳芸,22099408,(03)563-4370,(03)578-0752,無,http://www.tmcnet.com.tw,新竹市科學園區創新一路十一號,"NO.11 INNOVATION RD.1,SCIENCE-BASE INDUSTRIAL PARK,HSINCHU",光罩之研究.發展.製造及銷售.提供有關前述產品之技術協助.諮詢.檢驗.維修與修理服務.,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段六號六樓,資誠聯合會計事務所,"李典易, 鄭雅慧",蔡佳芸,03)563-4370#118,http://www.tmcnet.com.tw/Eng/EngIndex-stakeholder.,上市,新台幣 10 元,有,0 股,每年,資訊服務部副處長,財務部副理,Megan@tmcnet.com.tw,
2340,光磊,光電業,光磊科技股份有限公司,OPTOTECH,12/21/1983,12/21/1983,37.9 億元,96.9 億元,"378,622,846 股  (含私募0股)",合併,王虹東,黃年宏,戴菁甫,戴菁甫,47255947,(03)5638951,03-5783696,stock@opto.com.tw,http://www.opto.com.tw/,新竹科學園區創新一路8號,"NO.8, Innovation Rd.1,Hsinchu Science Park,Hsinchu, Taiwan, R.O.C.",有關光電半導體元件製造與銷售有關半導體電子元件製造與銷售以上各項目及其系統產品之研發設計製造銷售推廣及售後服務。,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號B1,資誠聯合會計師事務所,"江采燕, 賴宗羲",戴菁甫,03-5638951,http://www.optotech.com.tw/communicate.aspx,上市,新台幣 10 元,無,0 股,每年,協理,協理,stock@opto.com.tw,
2342,茂矽,半導體業,台灣茂矽電子股份有限公司,MVI,1/8/1987,1/8/1987,15.6 億元,54.7 億元,"156,165,144 股  (含私募38,000,000股)",合併,唐亦仙,唐亦仙,鄧志達,鄧志達,22099110,(03)578-3344,(03)566-5888,IR@mail.mosel.com.tw,http://www.mosel.com.tw,新竹市科學園區研新一路一號,"No. 1 Creation Rd. 1, Science-Based Industrial Park,Hsinchu, Taiwan, R.O.C.",1. 研究、設計、發展、測試、製造及銷售各種大型、超大型積體電路及其相關之零組件及系統產品。 2.太陽能電池及相關系統與產品,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,"鄭雅慧, 謝智政",曾星于,03-5783344,http://www.mosel.com.tw/about_csr.asp?left_n=1,上市,新台幣 10 元,無,0 股,每年,副總經理,專案副理,IR@mail.mosel.com.tw,
2344,華邦電,半導體業,華邦電子股份有限公司,WEC,9/29/1987,9/29/1987,398 億元,1339.3 億元,"3,980,000,193 股  (含私募0股)",合併,焦佑鈞,陳沛銘,黃求己,范祥雲/吳孟奇,22099218,(04)25218168,(03)5796119,YCWang16@WINBOND.COM,www.winbond.com,台中市大雅區中部科學園區科雅一路8號,"No.8, Keya 1st Rd., Daya Dist.,Taichung City, Taiwan, R.O.C",1積體電路2半導體記憶零組件及其系統產品3電腦系統用、數位通訊用、及週邊設備用之半導體零組件及其系統產品4其他半導體零組件5電腦軟體程式設計及資料處理6兼營與業務相關之進出口貿易業務,華邦電子股份有限公司股務辦事處,(02)27905885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,"徐文亞, 余鴻賓",陳姿諭,(03)5678168ext.71002,WWW.WINBOND.COM,上市,新台幣 10 元,無,0 股,每半會計年度,財務長,經理,IR@winbond.com,
2345,智邦,通信網路業,智邦科技股份有限公司,ACCTON,2/9/1988,2/9/1988,55.9 億元,1695.2 億元,"559,456,397 股  (含私募0股)",合併,郭飛龍,馬思睿,林信玄,陳慧玲,22099287,(03)5770270,(03)5637261,accton@accton.com,http://www.accton.com,新竹市科學工業園區研新三路一號,"1 Creation 3rd Rd., Hsinchu Science ParkHsinchu 30077, Taiwan, R.O.C.","1.CC01060 2.CC01070 3.F401030 4.研發開發製造銷售:電腦網路系統,用戶端通訊電子設備,光電通訊設備,特定功能之積體電路,不斷電系統電源供應器及其零組件,相關之進出口貿易業務",元大證券股份有限公司,02-25865859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,"林政治, 黃裕峰",林信玄,(03)5770270-1526,http://www.accton.com.tw/interested.asp,上市,新台幣 10 元,有,0 股,每年,資深協理,資深協理,IR@accton.com,
2347,聯強,電子通路業,聯強國際股份有限公司,Synnex,9/12/1988,9/12/1988,166.8 億元,919 億元,"1,667,946,968 股  (含私募0股)",合併,苗豐強,杜書伍,杜書全,陳怡如,23060541,2506-3320,2505-6934,evelynchen@synnex.com.tw,http://www.synnex-grp.com/,台北市民生東路3段75號4樓,"4th Fl., 75, Sec. 3, Ming-Sheng E. Rd.,Taipei, Taiwan, R.O.C.","電子零組件,資訊產品及通訊產品代理銷售個人電腦,電腦週邊設備及通訊產品維修,技術服務3C distributor and service provider",中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號5樓,資誠聯合會計師事務所,"葉翠苗, 梁益彰",陳怡如,2506-3320,http://www.synnex-grp.com/g03_corporate_02.html,上市,新台幣 10 元,無,0 股,每年,事業開發暨策略副總裁,財務副總監,evelynchen@synnex.com.tw,
